Ligand_id,Classification,Count_general,Count_diff,Ligand_name
3CX,LIGASE,6,5,(2S)-3-(cyclohexylamino)-2-hydroxypropane-1-sulfonic acid
3CX,LYASE,6,5,(2S)-3-(cyclohexylamino)-2-hydroxypropane-1-sulfonic acid
3CX,HYDROLASE,6,5,(2S)-3-(cyclohexylamino)-2-hydroxypropane-1-sulfonic acid
PAH,LYASE,6,2,PHOSPHONOACETOHYDROXAMIC ACID
PAH,CARBON-OXYGEN LYASE,6,2,PHOSPHONOACETOHYDROXAMIC ACID
4LU,LYASE,29,4,"1-deoxy-5-O-phosphono-1-(3,3,4,5-tetramethyl-9,11-dioxo-2,3,8,9,10,11-hexahydro-7H-quinolino[1,8-fg]pteridin-12-ium-7-y
l)-D-ribitol"
4LU,TRANSFERASE,29,4,"1-deoxy-5-O-phosphono-1-(3,3,4,5-tetramethyl-9,11-dioxo-2,3,8,9,10,11-hexahydro-7H-quinolino[1,8-fg]pteridin-12-ium-7-y
l)-D-ribitol"
4LU,FLAVOPROTEIN,29,4,"1-deoxy-5-O-phosphono-1-(3,3,4,5-tetramethyl-9,11-dioxo-2,3,8,9,10,11-hexahydro-7H-quinolino[1,8-fg]pteridin-12-ium-7-y
l)-D-ribitol"
4LU,LIGASE,29,4,"1-deoxy-5-O-phosphono-1-(3,3,4,5-tetramethyl-9,11-dioxo-2,3,8,9,10,11-hexahydro-7H-quinolino[1,8-fg]pteridin-12-ium-7-y
l)-D-ribitol"
4LR,LYASE,8,2,Dimethylallyl monophosphate
4LR,TRANSFERASE,8,2,Dimethylallyl monophosphate
4LS,LYASE,4,2,"1-deoxy-1-[7,8-dimethyl-5-(3-methylbut-2-en-1-yl)-2,4-dioxo-1,3,4,5-tetrahydrobenzo[g]pteridin-10(2H)-yl]-5-O-phosphono
-D-ribitol"
4LS,TRANSFERASE,4,2,"1-deoxy-1-[7,8-dimethyl-5-(3-methylbut-2-en-1-yl)-2,4-dioxo-1,3,4,5-tetrahydrobenzo[g]pteridin-10(2H)-yl]-5-O-phosphono
-D-ribitol"
IMI,HYDROLASE,10,2,2-IMINOBIOTIN
IMI,BIOTIN-BINDING PROTEIN,10,2,2-IMINOBIOTIN
EB4,METAL BINDING PROTEIN,7,6,"N,N',N''-[(3S,7S,11S)-2,6,10-trioxo-1,5,9-trioxacyclododecane-3,7,11-triyl]tris(2,3-dihydroxybenzamide)"
EB4,HYDROLASE,7,6,"N,N',N''-[(3S,7S,11S)-2,6,10-trioxo-1,5,9-trioxacyclododecane-3,7,11-triyl]tris(2,3-dihydroxybenzamide)"
EB4,MEMBRANE PROTEIN,7,6,"N,N',N''-[(3S,7S,11S)-2,6,10-trioxo-1,5,9-trioxacyclododecane-3,7,11-triyl]tris(2,3-dihydroxybenzamide)"
EB4,METAL TRANSPORT,7,6,"N,N',N''-[(3S,7S,11S)-2,6,10-trioxo-1,5,9-trioxacyclododecane-3,7,11-triyl]tris(2,3-dihydroxybenzamide)"
EB4,TRANSPORT PROTEIN,7,6,"N,N',N''-[(3S,7S,11S)-2,6,10-trioxo-1,5,9-trioxacyclododecane-3,7,11-triyl]tris(2,3-dihydroxybenzamide)"
EB4,ANTIMICROBIAL PROTEIN,7,6,"N,N',N''-[(3S,7S,11S)-2,6,10-trioxo-1,5,9-trioxacyclododecane-3,7,11-triyl]tris(2,3-dihydroxybenzamide)"
32M,SIGNALING PROTEIN,3,3,"3,6,9,12,15,18-hexaoxahexacosan-1-ol"
32M,ISOMERASE,3,3,"3,6,9,12,15,18-hexaoxahexacosan-1-ol"
32M,OXIDOREDUCTASE,3,3,"3,6,9,12,15,18-hexaoxahexacosan-1-ol"
4OL,METAL BINDING PROTEIN,6,2,"N,N'-butane-1,4-diylbis[1-hydroxy-N-(3-{[(1-hydroxy-6-oxo-1,6-dihydropyridin-2-yl)carbonyl]amino}propyl)-6-oxo-1,6-dihydropyridine-2-carboxamide]"
4OL,TRANSPORT PROTEIN,6,2,"N,N'-butane-1,4-diylbis[1-hydroxy-N-(3-{[(1-hydroxy-6-oxo-1,6-dihydropyridin-2-yl)carbonyl]amino}propyl)-6-oxo-1,6-dihydropyridine-2-carboxamide]"
NCC,ISOMERASE,5,3,CYTIDINE-5'-MONOPHOSPHATE-5-N-ACETYLNEURAMINIC ACID
NCC,TRANSFERASE,5,3,CYTIDINE-5'-MONOPHOSPHATE-5-N-ACETYLNEURAMINIC ACID
NCC,TRANSPORT PROTEIN,5,3,CYTIDINE-5'-MONOPHOSPHATE-5-N-ACETYLNEURAMINIC ACID
4O7,TRANSFERASE,2,2,"(5S,6R,7R,9R,13cR,14R,16aS)-6-methoxy-5-methyl-7-(methylamino)-6,7,8,9,14,15,16,16a-octahydro-5H,13cH-5,9-epoxy-4b,9a,1
5-triazadibenzo[b,h]cyclonona[1,2,3,4-jkl]cyclopenta[e]-as-indacen-14-ol"
4O7,SIGNALING PROTEIN,2,2,"(5S,6R,7R,9R,13cR,14R,16aS)-6-methoxy-5-methyl-7-(methylamino)-6,7,8,9,14,15,16,16a-octahydro-5H,13cH-5,9-epoxy-4b,9a,1
5-triazadibenzo[b,h]cyclonona[1,2,3,4-jkl]cyclopenta[e]-as-indacen-14-ol"
4P0,IMMUNE SYSTEM,2,2,"1-[(1R,6R)-9-azabicyclo[4.2.1]non-2-en-2-yl]ethanone"
4P0,SIGNALING PROTEIN,2,2,"1-[(1R,6R)-9-azabicyclo[4.2.1]non-2-en-2-yl]ethanone"
GCO,TRANSFERASE,8,6,D-gluconic acid
GCO,MEMBRANE PROTEIN,8,6,D-gluconic acid
GCO,SUGAR BINDING PROTEIN,8,6,D-gluconic acid
GCO,ISOMERASE,8,6,D-gluconic acid
GCO,LYASE,8,6,D-gluconic acid
GCO,FAMILY 1 BETA-GLUCOSIDASE COMPLEX,8,6,D-gluconic acid
4PW,TRANSFERASE,4,2,Levoglucosan
4PW,OXIDOREDUCTASE,4,2,Levoglucosan
DES,TRANSCRIPTION,6,3,DIETHYLSTILBESTROL
DES,NUCLEAR RECEPTOR,6,3,DIETHYLSTILBESTROL
DES,TRANSPORT PROTEIN,6,3,DIETHYLSTILBESTROL
J89,MEMBRANE PROTEIN,2,2,(2~{S})-2-azanyl-4-(4-octylphenyl)-2-[[oxidanyl-bis(oxidanylidene)-$l^{6}-phosphanyl]oxymethyl]butan-1-ol
J89,SIGNALING PROTEIN,2,2,(2~{S})-2-azanyl-4-(4-octylphenyl)-2-[[oxidanyl-bis(oxidanylidene)-$l^{6}-phosphanyl]oxymethyl]butan-1-ol
FNO,VIRAL PROTEIN,4,2,"2-[(1R)-4-methyl-1-oxidanyl-pent-3-enyl]-5,8-bis(oxidanyl)naphthalene-1,4-dione"
FNO,OXIDOREDUCTASE,4,2,"2-[(1R)-4-methyl-1-oxidanyl-pent-3-enyl]-5,8-bis(oxidanyl)naphthalene-1,4-dione"
CGO,LIGASE,3,3,"sodium 3,3'-(1E,1'E)-biphenyl-4,4'-diylbis(diazene-2,1-diyl)bis(4-aminonaphthalene-1-sulfonate)"
CGO,OXIDOREDUCTASE,3,3,"sodium 3,3'-(1E,1'E)-biphenyl-4,4'-diylbis(diazene-2,1-diyl)bis(4-aminonaphthalene-1-sulfonate)"
CGO,PROTEIN FIBRIL,3,3,"sodium 3,3'-(1E,1'E)-biphenyl-4,4'-diylbis(diazene-2,1-diyl)bis(4-aminonaphthalene-1-sulfonate)"
H5J,ISOMERASE,2,2,"5-nitro-1,2-benzoxazole"
H5J,OXIDOREDUCTASE,2,2,"5-nitro-1,2-benzoxazole"
RQ0,PHOTOSYNTHESIS,2,2,"2-azanyl-5-[(2~{E},6~{E},8~{E},10~{E},12~{E},14~{E},18~{E},22~{E},26~{E},30~{E},34~{E})-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,8,10,12,14,18,22,26,30,34,38-dodecaenyl]-3-methoxy-6-methyl-cyclohexa-2,5-diene-1,4-dione"
RQ0,STRUCTURAL PROTEIN,2,2,"2-azanyl-5-[(2~{E},6~{E},8~{E},10~{E},12~{E},14~{E},18~{E},22~{E},26~{E},30~{E},34~{E})-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,8,10,12,14,18,22,26,30,34,38-dodecaenyl]-3-methoxy-6-methyl-cyclohexa-2,5-diene-1,4-dione"
07D,PHOTOSYNTHESIS,2,2,Trans-Geranyl BACTERIOCHLOROPHYLL A
07D,STRUCTURAL PROTEIN,2,2,Trans-Geranyl BACTERIOCHLOROPHYLL A
5RN,ISOMERASE,3,3,1-(1~{H}-indol-3-yl)ethanone
5RN,TRANSFERASE,3,3,1-(1~{H}-indol-3-yl)ethanone
5RN,DNA BINDING PROTEIN,3,3,1-(1~{H}-indol-3-yl)ethanone
A80,OXIDOREDUCTASE,2,2,"4-[(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)carbamoyl]benzoic acid"
A80,TRANSPORT PROTEIN,2,2,"4-[(5,5,8,8-tetramethyl-5,6,7,8-tetrahydronaphthalen-2-yl)carbamoyl]benzoic acid"
JBR,OXIDOREDUCTASE,2,2,4-[(3-carboxy-2-oxidanyl-naphthalen-1-yl)methyl]-3-oxidanyl-naphthalene-2-carboxylic acid
JBR,HYDROLASE,2,2,4-[(3-carboxy-2-oxidanyl-naphthalen-1-yl)methyl]-3-oxidanyl-naphthalene-2-carboxylic acid
B1T,TRANSPORT PROTEIN,5,3,"2,2'-sulfanediylbis(4,6-dichlorophenol)"
B1T,OXIDOREDUCTASE,5,3,"2,2'-sulfanediylbis(4,6-dichlorophenol)"
B1T,LYASE,5,3,"2,2'-sulfanediylbis(4,6-dichlorophenol)"
137,BIOSYNTHETIC PROTEIN,6,3,1-(O-CARBOXY-PHENYLAMINO)-1-DEOXY-D-RIBULOSE-5-PHOSPHATE
137,ISOMERASE,6,3,1-(O-CARBOXY-PHENYLAMINO)-1-DEOXY-D-RIBULOSE-5-PHOSPHATE
137,LYASE,6,3,1-(O-CARBOXY-PHENYLAMINO)-1-DEOXY-D-RIBULOSE-5-PHOSPHATE
FLR,LIPID BINDING PROTEIN,3,2,(2R)-2-(3-fluoro-4-phenyl-phenyl)propanoic acid
FLR,OXIDOREDUCTASE,3,2,(2R)-2-(3-fluoro-4-phenyl-phenyl)propanoic acid
JE6,TRANSLATION,12,2,~{N}-[4-[(3~{S})-3-cyano-3-cyclopropyl-2-oxidanylidene-pyrrolidin-1-yl]-6-methyl-pyridin-2-yl]-2-phenyl-ethanamide
JE6,LIGASE,12,2,~{N}-[4-[(3~{S})-3-cyano-3-cyclopropyl-2-oxidanylidene-pyrrolidin-1-yl]-6-methyl-pyridin-2-yl]-2-phenyl-ethanamide
PTD,SIGNALING PROTEIN,8,4,PENTANEDIAL
PTD,HYDROLASE,8,4,PENTANEDIAL
PTD,SUGAR BINDING PROTEIN,8,4,PENTANEDIAL
PTD,ISOMERASE,8,4,PENTANEDIAL
EPZ,HYDROLASE,9,4,"(2R)-2-{[(2R,3R,4R,5S,6R)-3-(acetylamino)-2-{[(S)-{[(R)-{[(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methoxy}(hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]oxy}-5-hydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-4-yl]oxy}propanoic acid"
EPZ,SUGAR BINDING PROTEIN,9,4,"(2R)-2-{[(2R,3R,4R,5S,6R)-3-(acetylamino)-2-{[(S)-{[(R)-{[(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methoxy}(hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]oxy}-5-hydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-4-yl]oxy}propanoic acid"
EPZ,TOXIN,9,4,"(2R)-2-{[(2R,3R,4R,5S,6R)-3-(acetylamino)-2-{[(S)-{[(R)-{[(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methoxy}(hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]oxy}-5-hydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-4-yl]oxy}propanoic acid"
EPZ,TRANSFERASE,9,4,"(2R)-2-{[(2R,3R,4R,5S,6R)-3-(acetylamino)-2-{[(S)-{[(R)-{[(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methoxy}(hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl]oxy}-5-hydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-4-yl]oxy}propanoic acid"
SO2,TRANSPORT PROTEIN,17,10,SULFUR DIOXIDE
SO2,SUGAR BINDING PROTEIN,17,10,SULFUR DIOXIDE
SO2,REDUCTASE,17,10,SULFUR DIOXIDE
SO2,SIGNALING PROTEIN,17,10,SULFUR DIOXIDE
SO2,OXIDOREDUCTASE,17,10,SULFUR DIOXIDE
SO2,OXYGEN STORAGE,17,10,SULFUR DIOXIDE
SO2,CONTRACTILE PROTEIN,17,10,SULFUR DIOXIDE
SO2,TRANSFERASE,17,10,SULFUR DIOXIDE
SO2,STRUCTURAL PROTEIN,17,10,SULFUR DIOXIDE
SO2,ISOMERASE,17,10,SULFUR DIOXIDE
I3A,ISOMERASE,4,3,1H-INDOLE-3-CARBALDEHYDE
I3A,OXIDOREDUCTASE,4,3,1H-INDOLE-3-CARBALDEHYDE
I3A,TRANSFERASE,4,3,1H-INDOLE-3-CARBALDEHYDE
GPJ,OXIDOREDUCTASE,16,2,GLYPHOSATE
GPJ,TRANSFERASE,16,2,GLYPHOSATE
1XK,LIGASE,6,2,4-[(3S)-3-cyclopropyl-3-(hydroxymethyl)-2-oxidanylidene-pyrrolidin-1-yl]-N-[[3-fluoranyl-5-(1-methylpyrazol-4-yl)phenyl]methyl]-6-methyl-pyridine-2-carboxamide
1XK,TRANSLATION,6,2,4-[(3S)-3-cyclopropyl-3-(hydroxymethyl)-2-oxidanylidene-pyrrolidin-1-yl]-N-[[3-fluoranyl-5-(1-methylpyrazol-4-yl)phenyl]methyl]-6-methyl-pyridine-2-carboxamide
1UI,LIGASE,5,2,4-[(3S)-3-cyano-3-cyclopropyl-2-oxidanylidene-pyrrolidin-1-yl]-N-[[3-fluoranyl-5-(5-methoxypyridin-3-yl)phenyl]methyl]-6-methyl-pyridine-2-carboxamide
1UI,TRANSLATION,5,2,4-[(3S)-3-cyano-3-cyclopropyl-2-oxidanylidene-pyrrolidin-1-yl]-N-[[3-fluoranyl-5-(5-methoxypyridin-3-yl)phenyl]methyl]-6-methyl-pyridine-2-carboxamide
02A,LIGASE,6,4,(2S)-azetidine-2-carboxylic acid
02A,LYASE,6,4,(2S)-azetidine-2-carboxylic acid
02A,HYDROLASE,6,4,(2S)-azetidine-2-carboxylic acid
02A,TRANSFERASE,6,4,(2S)-azetidine-2-carboxylic acid
9SF,LIGASE,5,2,"3-{3-[(2R,3S)-3-hydroxypiperidin-2-yl]-2-oxopropyl}quinazolin-4(3H)-one"
9SF,TRANSLATION,5,2,"3-{3-[(2R,3S)-3-hydroxypiperidin-2-yl]-2-oxopropyl}quinazolin-4(3H)-one"
1TI,LIGASE,4,2,4-[(3S)-3-cyano-3-(1-methylcyclopropyl)-2-oxidanylidene-pyrrolidin-1-yl]-N-[[3-fluoranyl-5-(1-methylpyrazol-4-yl)phenyl]methyl]-6-methyl-pyridine-2-carboxamide
1TI,TRANSLATION,4,2,4-[(3S)-3-cyano-3-(1-methylcyclopropyl)-2-oxidanylidene-pyrrolidin-1-yl]-N-[[3-fluoranyl-5-(1-methylpyrazol-4-yl)phenyl]methyl]-6-methyl-pyridine-2-carboxamide
X90,LIPID BINDING PROTEIN,4,4,heptadecanoic acid
X90,TRANSPORT PROTEIN,4,4,heptadecanoic acid
X90,OXIDOREDUCTASE,4,4,heptadecanoic acid
X90,TRANSFERASE,4,4,heptadecanoic acid
9GF,MEMBRANE PROTEIN,2,2,"2-[(1R,2R,5R)-5-hydroxy-2-(3-hydroxypropyl)cyclohexyl]-5-(2-methyloctan-2-yl)phenol"
9GF,STRUCTURAL PROTEIN,2,2,"2-[(1R,2R,5R)-5-hydroxy-2-(3-hydroxypropyl)cyclohexyl]-5-(2-methyloctan-2-yl)phenol"
8PF,LIPID BINDING PROTEIN,6,4,pentadecafluorooctanoic acid
8PF,TRANSPORT PROTEIN,6,4,pentadecafluorooctanoic acid
8PF,PROTEIN TRANSPORT,6,4,pentadecafluorooctanoic acid
8PF,NUCLEAR PROTEIN,6,4,pentadecafluorooctanoic acid
4I1,LIPID BINDING PROTEIN,3,2,Petroselinic acid
4I1,HYDROLASE,3,2,Petroselinic acid
AUF,DNA BINDING PROTEIN,4,3,triethylphosphanuidylgold(1+)
AUF,HYDROLASE,4,3,triethylphosphanuidylgold(1+)
AUF,STRUCTURAL PROTEIN,4,3,triethylphosphanuidylgold(1+)
LNL,LIPID BINDING PROTEIN,3,3,ALPHA-LINOLENIC ACID
LNL,LIPOPROTEIN,3,3,ALPHA-LINOLENIC ACID
LNL,LIPID TRANSPORT,3,3,ALPHA-LINOLENIC ACID
M1P,TRANSFERASE,6,3,1-O-phosphono-alpha-D-mannopyranose
M1P,HYDROLASE,6,3,1-O-phosphono-alpha-D-mannopyranose
M1P,ISOMERASE,6,3,1-O-phosphono-alpha-D-mannopyranose
AC6,SPLICING,4,3,P-HYDROXYACETOPHENONE
AC6,OXIDOREDUCTASE,4,3,P-HYDROXYACETOPHENONE
AC6,TRANSCRIPTION,4,3,P-HYDROXYACETOPHENONE
L5W,SPLICING,2,2,~{N}-oxidanylbicyclo[2.2.1]heptane-1-carboxamide
L5W,HYDROLASE,2,2,~{N}-oxidanylbicyclo[2.2.1]heptane-1-carboxamide
5G1,SPLICING,2,2,2-chlorobenzohydrazide
5G1,HYDROLASE,2,2,2-chlorobenzohydrazide
LAZ,SPLICING,3,3,N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE
LAZ,VIRAL PROTEIN,3,3,N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE
LAZ,OXIDOREDUCTASE,3,3,N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE
DEW,SPLICING,2,2,"2-azanyl-1-(6,7-dihydro-4~{H}-thieno[3,2-c]pyridin-5-yl)ethanone"
DEW,TRANSCRIPTION,2,2,"2-azanyl-1-(6,7-dihydro-4~{H}-thieno[3,2-c]pyridin-5-yl)ethanone"
JKG,HYDROLASE,2,2,4-({[(thiophen-2-yl)methyl]amino}methyl)phenol
JKG,FLAVOPROTEIN,2,2,4-({[(thiophen-2-yl)methyl]amino}methyl)phenol
JGD,HYDROLASE,4,2,"N,N-dimethylpyridin-4-amine"
JGD,LIGASE,4,2,"N,N-dimethylpyridin-4-amine"
JG4,HYDROLASE,3,2,2-(thiophen-2-yl)-1H-imidazole
JG4,VIRAL PROTEIN,3,2,2-(thiophen-2-yl)-1H-imidazole
6SU,HYDROLASE,7,4,methyl 3-(methylsulfonylamino)benzoate
6SU,VIRAL PROTEIN,7,4,methyl 3-(methylsulfonylamino)benzoate
6SU,OXIDOREDUCTASE,7,4,methyl 3-(methylsulfonylamino)benzoate
6SU,TRANSFERASE,7,4,methyl 3-(methylsulfonylamino)benzoate
GV1,HYDROLASE,4,2,"~{N},~{N},5,6-tetramethylthieno[2,3-d]pyrimidin-4-amine"
GV1,VIRAL PROTEIN,4,2,"~{N},~{N},5,6-tetramethylthieno[2,3-d]pyrimidin-4-amine"
JHJ,HYDROLASE,7,4,N-(4-methoxyphenyl)-N'-pyridin-4-ylurea
JHJ,CHAPERONE,7,4,N-(4-methoxyphenyl)-N'-pyridin-4-ylurea
JHJ,TRANSFERASE,7,4,N-(4-methoxyphenyl)-N'-pyridin-4-ylurea
JHJ,VIRAL PROTEIN,7,4,N-(4-methoxyphenyl)-N'-pyridin-4-ylurea
JFJ,HYDROLASE,3,2,1-(3-chlorophenyl)-N-methylmethanamine
JFJ,TRANSFERASE,3,2,1-(3-chlorophenyl)-N-methylmethanamine
JFP,HYDROLASE,6,5,"N-(4-methyl-1,3-thiazol-2-yl)propanamide"
JFP,LIGASE,6,5,"N-(4-methyl-1,3-thiazol-2-yl)propanamide"
JFP,RNA BINDING PROTEIN,6,5,"N-(4-methyl-1,3-thiazol-2-yl)propanamide"
JFP,VIRAL PROTEIN,6,5,"N-(4-methyl-1,3-thiazol-2-yl)propanamide"
JFP,TRANSFERASE,6,5,"N-(4-methyl-1,3-thiazol-2-yl)propanamide"
JGG,HYDROLASE,5,4,N-[(4-cyanophenyl)methyl]morpholine-4-carboxamide
JGG,TRANSFERASE,5,4,N-[(4-cyanophenyl)methyl]morpholine-4-carboxamide
JGG,IMMUNE SYSTEM,5,4,N-[(4-cyanophenyl)methyl]morpholine-4-carboxamide
JGG,VIRAL PROTEIN,5,4,N-[(4-cyanophenyl)methyl]morpholine-4-carboxamide
JO1,HYDROLASE,4,3,1-methyl-N-[(thiophen-2-yl)methyl]-1H-pyrazole-5-carboxamide
JO1,VIRAL PROTEIN,4,3,1-methyl-N-[(thiophen-2-yl)methyl]-1H-pyrazole-5-carboxamide
JO1,FLAVOPROTEIN,4,3,1-methyl-N-[(thiophen-2-yl)methyl]-1H-pyrazole-5-carboxamide
O1J,HYDROLASE,3,2,(benzyloxy)acetic acid
O1J,LIGASE,3,2,(benzyloxy)acetic acid
YG9,SIGNALING PROTEIN,2,2,"(5R)-5-[2-(4-methoxyphenyl)ethyl]-5-methylimidazolidine-2,4-dione"
YG9,HYDROLASE,2,2,"(5R)-5-[2-(4-methoxyphenyl)ethyl]-5-methylimidazolidine-2,4-dione"
UXA,SIGNALING PROTEIN,4,4,"~{N}-cyclopropyl-1,3-benzodioxole-5-carboxamide"
UXA,HYDROLASE,4,4,"~{N}-cyclopropyl-1,3-benzodioxole-5-carboxamide"
UXA,LIGASE,4,4,"~{N}-cyclopropyl-1,3-benzodioxole-5-carboxamide"
UXA,PROTEIN BINDING,4,4,"~{N}-cyclopropyl-1,3-benzodioxole-5-carboxamide"
RZG,SIGNALING PROTEIN,4,3,methyl 4-sulfamoylbenzoate
RZG,HYDROLASE,4,3,methyl 4-sulfamoylbenzoate
RZG,VIRAL PROTEIN,4,3,methyl 4-sulfamoylbenzoate
YEB,SIGNALING PROTEIN,2,2,"N,N-dimethylmorpholine-4-sulfonamide"
YEB,GENE REGULATION,2,2,"N,N-dimethylmorpholine-4-sulfonamide"
NZ1,SIGNALING PROTEIN,8,6,"5-methoxy-1,3-benzothiazol-2-amine"
NZ1,VIRAL PROTEIN,8,6,"5-methoxy-1,3-benzothiazol-2-amine"
NZ1,HYDROLASE,8,6,"5-methoxy-1,3-benzothiazol-2-amine"
NZ1,LIGASE,8,6,"5-methoxy-1,3-benzothiazol-2-amine"
NZ1,FLAVOPROTEIN,8,6,"5-methoxy-1,3-benzothiazol-2-amine"
NZ1,TRANSFERASE,8,6,"5-methoxy-1,3-benzothiazol-2-amine"
NUM,SIGNALING PROTEIN,4,4,N-[2-(4-hydroxyphenyl)ethyl]pyridine-2-carboxamide
NUM,LIGASE,4,4,N-[2-(4-hydroxyphenyl)ethyl]pyridine-2-carboxamide
NUM,HYDROLASE,4,4,N-[2-(4-hydroxyphenyl)ethyl]pyridine-2-carboxamide
NUM,TRANSFERASE,4,4,N-[2-(4-hydroxyphenyl)ethyl]pyridine-2-carboxamide
WJA,SIGNALING PROTEIN,3,3,"N-methyl-1-(5-methyl-1,2-oxazol-3-yl)methanesulfonamide"
WJA,LIGASE,3,3,"N-methyl-1-(5-methyl-1,2-oxazol-3-yl)methanesulfonamide"
WJA,CELL ADHESION,3,3,"N-methyl-1-(5-methyl-1,2-oxazol-3-yl)methanesulfonamide"
LJA,SIGNALING PROTEIN,8,6,N-[3-(carbamoylamino)phenyl]acetamide
LJA,STRUCTURAL PROTEIN,8,6,N-[3-(carbamoylamino)phenyl]acetamide
LJA,HYDROLASE,8,6,N-[3-(carbamoylamino)phenyl]acetamide
LJA,VIRAL PROTEIN,8,6,N-[3-(carbamoylamino)phenyl]acetamide
LJA,RNA BINDING PROTEIN,8,6,N-[3-(carbamoylamino)phenyl]acetamide
LJA,TRANSFERASE,8,6,N-[3-(carbamoylamino)phenyl]acetamide
VW7,SIGNALING PROTEIN,3,3,"N-(8-methyl-1,2,3,4-tetrahydroquinolin-5-yl)acetamide"
VW7,CYTOSOLIC PROTEIN,3,3,"N-(8-methyl-1,2,3,4-tetrahydroquinolin-5-yl)acetamide"
VW7,VIRAL PROTEIN,3,3,"N-(8-methyl-1,2,3,4-tetrahydroquinolin-5-yl)acetamide"
VVP,SIGNALING PROTEIN,4,4,4-methoxy-1H-indole
VVP,LIGASE,4,4,4-methoxy-1H-indole
VVP,VIRAL PROTEIN,4,4,4-methoxy-1H-indole
VVP,TRANSFERASE,4,4,4-methoxy-1H-indole
YFN,SIGNALING PROTEIN,2,2,"N-[(3S)-3-methyl-1,1-dioxo-1lambda~6~-thiolan-3-yl]cyclopropanecarboxamide"
YFN,HYDROLASE,2,2,"N-[(3S)-3-methyl-1,1-dioxo-1lambda~6~-thiolan-3-yl]cyclopropanecarboxamide"
2NU,SIGNALING PROTEIN,3,3,2-(4-bromanylpyrazol-1-yl)-~{N}-cyclopropyl-~{N}-methyl-ethanamide
2NU,STRUCTURAL PROTEIN,3,3,2-(4-bromanylpyrazol-1-yl)-~{N}-cyclopropyl-~{N}-methyl-ethanamide
2NU,GENE REGULATION,3,3,2-(4-bromanylpyrazol-1-yl)-~{N}-cyclopropyl-~{N}-methyl-ethanamide
Q6O,SIGNALING PROTEIN,2,2,"N-(4-chloro-2,5-dimethoxyphenyl)acetamide"
Q6O,TRANSFERASE,2,2,"N-(4-chloro-2,5-dimethoxyphenyl)acetamide"
YDU,SIGNALING PROTEIN,2,2,"2-cyclopentyl-N-(3-methyl-1,2,4-oxadiazol-5-yl)acetamide"
YDU,HYDROLASE,2,2,"2-cyclopentyl-N-(3-methyl-1,2,4-oxadiazol-5-yl)acetamide"
UQS,SIGNALING PROTEIN,3,2,N-[(2-fluorophenyl)methyl]-1H-pyrazol-4-amine
UQS,VIRAL PROTEIN,3,2,N-[(2-fluorophenyl)methyl]-1H-pyrazol-4-amine
I8A,SIGNALING PROTEIN,2,2,"N-(cyclopropylmethyl)-2,2,3,3-tetramethylazetidine-1-carboxamide"
I8A,HYDROLASE,2,2,"N-(cyclopropylmethyl)-2,2,3,3-tetramethylazetidine-1-carboxamide"
YG5,SIGNALING PROTEIN,4,4,"2-(1H-indazol-1-yl)-N,N-dimethylacetamide"
YG5,CYTOSOLIC PROTEIN,4,4,"2-(1H-indazol-1-yl)-N,N-dimethylacetamide"
YG5,HYDROLASE,4,4,"2-(1H-indazol-1-yl)-N,N-dimethylacetamide"
YG5,VIRAL PROTEIN,4,4,"2-(1H-indazol-1-yl)-N,N-dimethylacetamide"
LQ3,SIGNALING PROTEIN,3,2,(5S)-5-(difluoromethoxy)pyridin-2(5H)-one
LQ3,HYDROLASE,3,2,(5S)-5-(difluoromethoxy)pyridin-2(5H)-one
RWP,SIGNALING PROTEIN,3,3,methyl 4-[(trifluoroacetyl)amino]benzoate
RWP,STRUCTURAL PROTEIN,3,3,methyl 4-[(trifluoroacetyl)amino]benzoate
RWP,HYDROLASE,3,3,methyl 4-[(trifluoroacetyl)amino]benzoate
Q7L,SIGNALING PROTEIN,3,3,"(3P)-3-(2H-1,3-benzodioxol-5-yl)-1H-pyrazole"
